IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
8.222.191.138,80,80,false,SIN,Asia Pacific,Singapore,10,5.35
47.243.203.119,2087,2087,true,HKG,Asia Pacific,Hong Kong,62,5.35
8.219.198.34,2052,2052,false,SIN,Asia Pacific,Singapore,8,5.35
8.222.160.176,2087,2087,true,SIN,Asia Pacific,Singapore,43,5.35
47.243.173.187,2096,2096,true,HKG,Asia Pacific,Hong Kong,93,5.35
8.210.55.134,2096,2096,true,HKG,Asia Pacific,Hong Kong,66,5.35
47.236.202.91,8880,8880,false,SIN,Asia Pacific,Singapore,30,5.34
47.242.174.27,2087,2087,true,HKG,Asia Pacific,Hong Kong,73,5.34
8.217.221.165,2083,2083,true,HKG,Asia Pacific,Hong Kong,40,5.34
8.218.8.142,80,80,false,HKG,Asia Pacific,Hong Kong,33,5.34
47.245.114.163,2087,2087,true,SIN,Asia Pacific,Singapore,41,5.34
47.237.92.26,8443,8443,true,SIN,Asia Pacific,Singapore,64,5.34
8.222.180.86,8443,8443,true,SIN,Asia Pacific,Singapore,48,5.33
8.218.136.25,8080,8080,false,HKG,Asia Pacific,Hong Kong,38,5.33
8.219.161.129,2095,2095,false,SIN,Asia Pacific,Singapore,9,5.33
8.219.142.191,2053,2053,true,SIN,Asia Pacific,Singapore,51,5.33
47.237.100.206,2087,2087,true,SIN,Asia Pacific,Singapore,51,5.32
47.245.86.230,2087,2087,true,SIN,Asia Pacific,Singapore,79,5.32
47.236.10.182,8080,8080,false,SIN,Asia Pacific,Singapore,55,5.32
47.242.54.157,2096,2096,true,HKG,Asia Pacific,Hong Kong,96,5.32
8.219.177.205,2082,2082,false,SIN,Asia Pacific,Singapore,11,5.32
8.217.121.207,2053,2053,true,HKG,Asia Pacific,Hong Kong,53,5.32
47.76.204.76,8443,8443,true,HKG,Asia Pacific,Hong Kong,37,5.32
8.219.4.122,2053,2053,true,SIN,Asia Pacific,Singapore,58,5.31
8.222.156.242,80,80,false,SIN,Asia Pacific,Singapore,14,5.31
47.242.174.27,2052,2052,false,HKG,Asia Pacific,Hong Kong,50,5.31
47.236.202.91,2082,2082,false,SIN,Asia Pacific,Singapore,17,5.31
8.222.156.242,2082,2082,false,SIN,Asia Pacific,Singapore,13,5.31
8.222.187.4,2096,2096,true,SIN,Asia Pacific,Singapore,42,5.30
47.236.253.41,2096,2096,true,SIN,Asia Pacific,Singapore,78,5.30
8.222.215.228,2087,2087,true,SIN,Asia Pacific,Singapore,49,5.30
8.219.202.130,2096,2096,true,SIN,Asia Pacific,Singapore,115,5.30
8.222.174.108,8880,8880,false,SIN,Asia Pacific,Singapore,13,5.30
8.219.174.142,8443,8443,true,SIN,Asia Pacific,Singapore,61,5.30
47.236.10.182,8880,8880,false,SIN,Asia Pacific,Singapore,15,5.30
8.210.207.214,2052,2052,false,HKG,Asia Pacific,Hong Kong,35,5.29
47.236.169.15,2095,2095,false,SIN,Asia Pacific,Singapore,69,5.29
47.243.86.79,8080,8080,false,HKG,Asia Pacific,Hong Kong,41,5.29
8.222.183.242,2083,2083,true,SIN,Asia Pacific,Singapore,48,5.29
47.242.155.183,8443,8443,true,HKG,Asia Pacific,Hong Kong,38,5.28
47.243.139.85,2083,2083,true,HKG,Asia Pacific,Hong Kong,56,5.28
8.219.194.170,2095,2095,false,SIN,Asia Pacific,Singapore,22,5.28
47.236.93.176,2095,2095,false,SIN,Asia Pacific,Singapore,29,5.28
8.218.136.25,2082,2082,false,HKG,Asia Pacific,Hong Kong,40,5.28
47.237.84.173,2083,2083,true,SIN,Asia Pacific,Singapore,73,5.27
8.210.207.214,8880,8880,false,HKG,Asia Pacific,Hong Kong,67,5.27
47.237.100.206,80,80,false,SIN,Asia Pacific,Singapore,18,5.27
47.236.169.164,2082,2082,false,SIN,Asia Pacific,Singapore,29,5.27
8.219.193.202,2082,2082,false,SIN,Asia Pacific,Singapore,22,5.27
8.217.250.222,2082,2082,false,HKG,Asia Pacific,Hong Kong,50,5.27
47.237.94.140,2087,2087,true,SIN,Asia Pacific,Singapore,46,5.27
8.210.39.96,8080,8080,false,HKG,Asia Pacific,Hong Kong,39,5.27
8.219.248.47,8443,8443,true,SIN,Asia Pacific,Singapore,76,5.26
47.236.254.120,2082,2082,false,SIN,Asia Pacific,Singapore,9,5.26
8.210.174.156,2087,2087,true,HKG,Asia Pacific,Hong Kong,44,5.26
8.210.66.190,2087,2087,true,HKG,Asia Pacific,Hong Kong,80,5.26
8.219.193.202,2052,2052,false,SIN,Asia Pacific,Singapore,24,5.25
8.222.214.231,80,80,false,SIN,Asia Pacific,Singapore,12,5.25
8.222.244.192,2096,2096,true,SIN,Asia Pacific,Singapore,37,5.25
47.245.102.52,2052,2052,false,SIN,Asia Pacific,Singapore,10,5.25
8.219.77.222,2083,2083,true,SIN,Asia Pacific,Singapore,106,5.25
47.236.169.15,2053,2053,true,SIN,Asia Pacific,Singapore,105,5.25
8.222.249.190,80,80,false,SIN,Asia Pacific,Singapore,11,5.25
8.217.250.222,2053,2053,true,HKG,Asia Pacific,Hong Kong,58,5.25
47.237.83.20,2096,2096,true,SIN,Asia Pacific,Singapore,117,5.24
8.222.160.176,8880,8880,false,SIN,Asia Pacific,Singapore,15,5.24
8.222.164.209,2087,2087,true,SIN,Asia Pacific,Singapore,51,5.24
47.245.126.151,2095,2095,false,SIN,Asia Pacific,Singapore,17,5.24
8.210.55.134,2082,2082,false,HKG,Asia Pacific,Hong Kong,56,5.24
8.222.146.222,2053,2053,true,SIN,Asia Pacific,Singapore,41,5.24
8.218.18.235,8880,8880,false,HKG,Asia Pacific,Hong Kong,50,5.24
47.236.10.182,2086,2086,false,SIN,Asia Pacific,Singapore,12,5.24
47.237.95.13,80,80,false,SIN,Asia Pacific,Singapore,48,5.23
8.222.160.176,8080,8080,false,SIN,Asia Pacific,Singapore,45,5.23
8.222.244.192,2052,2052,false,SIN,Asia Pacific,Singapore,17,5.22
8.210.21.65,2087,2087,true,HKG,Asia Pacific,Hong Kong,51,5.22
8.210.146.108,2086,2086,false,HKG,Asia Pacific,Hong Kong,40,5.22
47.237.84.173,8080,8080,false,SIN,Asia Pacific,Singapore,35,5.21
47.245.114.163,80,80,false,SIN,Asia Pacific,Singapore,15,5.21
47.236.253.41,2082,2082,false,SIN,Asia Pacific,Singapore,50,5.21
47.236.237.90,2053,2053,true,SIN,Asia Pacific,Singapore,52,5.21
47.243.173.187,2052,2052,false,HKG,Asia Pacific,Hong Kong,41,5.21
47.242.174.27,8443,8443,true,HKG,Asia Pacific,Hong Kong,63,5.21
8.219.174.213,2053,2053,true,SIN,Asia Pacific,Singapore,80,5.20
8.222.222.64,2083,2083,true,SIN,Asia Pacific,Singapore,34,5.20
47.237.81.112,8080,8080,false,SIN,Asia Pacific,Singapore,16,5.20
8.219.98.13,2096,2096,true,SIN,Asia Pacific,Singapore,100,5.20
8.222.150.197,2087,2087,true,SIN,Asia Pacific,Singapore,62,5.20
8.210.174.156,2096,2096,true,HKG,Asia Pacific,Hong Kong,86,5.19
8.219.248.47,2053,2053,true,SIN,Asia Pacific,Singapore,123,5.19
8.218.126.53,2052,2052,false,HKG,Asia Pacific,Hong Kong,69,5.18
8.217.147.230,80,80,false,HKG,Asia Pacific,Hong Kong,93,5.18
47.243.90.180,80,80,false,HKG,Asia Pacific,Hong Kong,38,5.18
8.210.39.96,2053,2053,true,HKG,Asia Pacific,Hong Kong,77,5.18
47.243.60.150,2095,2095,false,HKG,Asia Pacific,Hong Kong,49,5.18
8.222.136.247,2082,2082,false,SIN,Asia Pacific,Singapore,11,5.18
47.236.254.120,80,80,false,SIN,Asia Pacific,Singapore,14,5.18
47.237.10.1,2082,2082,false,SIN,Asia Pacific,Singapore,39,5.17
47.237.100.206,2052,2052,false,SIN,Asia Pacific,Singapore,23,5.17
47.243.86.79,2087,2087,true,HKG,Asia Pacific,Hong Kong,52,5.17
47.236.10.100,8443,8443,true,SIN,Asia Pacific,Singapore,87,5.16
8.222.165.117,2082,2082,false,SIN,Asia Pacific,Singapore,17,5.16
8.218.52.115,8443,8443,true,HKG,Asia Pacific,Hong Kong,55,5.16
47.237.86.185,8443,8443,true,SIN,Asia Pacific,Singapore,76,5.16
8.218.53.110,2052,2052,false,HKG,Asia Pacific,Hong Kong,38,5.16
8.219.97.50,2082,2082,false,SIN,Asia Pacific,Singapore,11,5.16
8.222.160.176,80,80,false,SIN,Asia Pacific,Singapore,15,5.15
8.218.136.25,2095,2095,false,HKG,Asia Pacific,Hong Kong,46,5.15
8.210.9.129,2087,2087,true,HKG,Asia Pacific,Hong Kong,54,5.15
8.222.222.64,2095,2095,false,SIN,Asia Pacific,Singapore,16,5.15
8.217.250.222,2095,2095,false,HKG,Asia Pacific,Hong Kong,41,5.15
8.219.237.250,8443,8443,true,SIN,Asia Pacific,Singapore,9,5.14
8.219.193.202,2096,2096,true,SIN,Asia Pacific,Singapore,80,5.14
8.217.207.60,2096,2096,true,HKG,Asia Pacific,Hong Kong,72,5.14
8.219.40.37,2083,2083,true,SIN,Asia Pacific,Singapore,45,5.14
8.219.248.47,2096,2096,true,SIN,Asia Pacific,Singapore,83,5.14
8.222.162.45,2083,2083,true,SIN,Asia Pacific,Singapore,67,5.13
8.218.222.36,8443,8443,true,HKG,Asia Pacific,Hong Kong,60,5.13
47.243.107.148,8880,8880,false,HKG,Asia Pacific,Hong Kong,39,5.13
8.219.198.139,2052,2052,false,SIN,Asia Pacific,Singapore,16,5.13
47.238.6.102,2087,2087,true,HKG,Asia Pacific,Hong Kong,43,5.13
8.218.126.53,2096,2096,true,HKG,Asia Pacific,Hong Kong,89,5.13
47.245.126.151,8443,8443,true,SIN,Asia Pacific,Singapore,38,5.13
47.237.95.146,2095,2095,false,SIN,Asia Pacific,Singapore,21,5.12
47.243.173.187,2053,2053,true,HKG,Asia Pacific,Hong Kong,55,5.12
8.218.18.132,8443,8443,true,HKG,Asia Pacific,Hong Kong,77,5.12
8.219.200.145,2086,2086,false,SIN,Asia Pacific,Singapore,9,5.12
8.219.153.237,2083,2083,true,NRT,Asia Pacific,Tokyo,142,5.12
8.219.107.135,2095,2095,false,SIN,Asia Pacific,Singapore,18,5.12
8.222.193.65,2087,2087,true,SIN,Asia Pacific,Singapore,30,5.12
47.243.27.217,8080,8080,false,HKG,Asia Pacific,Hong Kong,43,5.12
47.236.169.15,2087,2087,true,SIN,Asia Pacific,Singapore,58,5.11
47.238.6.102,8880,8880,false,HKG,Asia Pacific,Hong Kong,57,5.11
47.242.176.237,2083,2083,true,HKG,Asia Pacific,Hong Kong,74,5.11
8.219.78.188,2053,2053,true,SIN,Asia Pacific,Singapore,72,5.11
8.219.113.232,8443,8443,true,SIN,Asia Pacific,Singapore,43,5.11
47.242.232.14,80,80,false,HKG,Asia Pacific,Hong Kong,58,5.11
8.222.146.222,8443,8443,true,SIN,Asia Pacific,Singapore,38,5.11
47.245.84.124,2096,2096,true,SIN,Asia Pacific,Singapore,57,5.10
47.245.86.230,2096,2096,true,SIN,Asia Pacific,Singapore,114,5.10
47.243.203.119,8880,8880,false,HKG,Asia Pacific,Hong Kong,39,5.10
47.237.10.1,2083,2083,true,SIN,Asia Pacific,Singapore,88,5.10
47.237.95.140,2087,2087,true,SIN,Asia Pacific,Singapore,115,5.10
8.217.91.121,2052,2052,false,HKG,Asia Pacific,Hong Kong,57,5.09
8.222.180.86,2082,2082,false,SIN,Asia Pacific,Singapore,20,5.09
47.236.237.90,8443,8443,true,SIN,Asia Pacific,Singapore,77,5.09
8.210.65.1,2095,2095,false,HKG,Asia Pacific,Hong Kong,57,5.09
8.217.145.40,80,80,false,HKG,Asia Pacific,Hong Kong,40,5.09
47.236.180.51,80,80,false,SIN,Asia Pacific,Singapore,6,5.09
47.236.170.54,2096,2096,true,SIN,Asia Pacific,Singapore,118,5.09
8.222.136.247,2083,2083,true,SIN,Asia Pacific,Singapore,56,5.09
47.236.5.223,2052,2052,false,SIN,Asia Pacific,Singapore,49,5.08
47.237.95.140,80,80,false,SIN,Asia Pacific,Singapore,87,5.08
47.243.74.220,8443,8443,true,HKG,Asia Pacific,Hong Kong,68,5.08
8.218.8.142,2087,2087,true,HKG,Asia Pacific,Hong Kong,83,5.08
8.210.9.129,2083,2083,true,HKG,Asia Pacific,Hong Kong,51,5.08
47.242.155.183,2096,2096,true,HKG,Asia Pacific,Hong Kong,40,5.08
8.222.136.247,2083,2083,true,SIN,Asia Pacific,Singapore,50,5.08
47.242.202.230,2095,2095,false,HKG,Asia Pacific,Hong Kong,54,5.08
47.76.77.103,2052,2052,false,HKG,Asia Pacific,Hong Kong,45,5.07
47.237.95.146,2096,2096,true,SIN,Asia Pacific,Singapore,94,5.07
8.210.207.214,8080,8080,false,HKG,Asia Pacific,Hong Kong,37,5.07
47.76.204.76,2096,2096,true,HKG,Asia Pacific,Hong Kong,66,5.07
47.237.94.140,2083,2083,true,SIN,Asia Pacific,Singapore,68,5.07
47.245.114.163,2096,2096,true,SIN,Asia Pacific,Singapore,93,5.07
47.236.202.91,2052,2052,false,SIN,Asia Pacific,Singapore,15,5.07
8.217.149.28,8080,8080,false,HKG,Asia Pacific,Hong Kong,66,5.06
47.242.174.27,2086,2086,false,HKG,Asia Pacific,Hong Kong,54,5.06
8.219.177.205,2052,2052,false,SIN,Asia Pacific,Singapore,14,5.06
47.237.83.20,2082,2082,false,SIN,Asia Pacific,Singapore,13,5.06
8.210.192.93,2095,2095,false,HKG,Asia Pacific,Hong Kong,39,5.05
8.219.132.64,2052,2052,false,SIN,Asia Pacific,Singapore,3,5.05
8.219.198.139,8880,8880,false,SIN,Asia Pacific,Singapore,17,5.05
8.222.244.192,2083,2083,true,SIN,Asia Pacific,Singapore,71,5.04
47.243.173.187,2083,2083,true,HKG,Asia Pacific,Hong Kong,66,5.04
8.219.0.162,2087,2087,true,SIN,Asia Pacific,Singapore,28,5.04
47.237.95.146,8080,8080,false,SIN,Asia Pacific,Singapore,22,5.04
8.210.39.96,2083,2083,true,HKG,Asia Pacific,Hong Kong,83,5.04
47.243.74.220,2083,2083,true,HKG,Asia Pacific,Hong Kong,69,5.03
47.238.6.102,2086,2086,false,HKG,Asia Pacific,Hong Kong,70,5.03
47.237.94.140,2086,2086,false,SIN,Asia Pacific,Singapore,10,5.03
47.76.204.76,8080,8080,false,HKG,Asia Pacific,Hong Kong,36,5.03
8.210.146.108,8880,8880,false,HKG,Asia Pacific,Hong Kong,44,5.03
8.222.191.138,2086,2086,false,SIN,Asia Pacific,Singapore,33,5.02
8.222.184.198,2083,2083,true,SIN,Asia Pacific,Singapore,54,5.02
8.222.156.242,2087,2087,true,SIN,Asia Pacific,Singapore,104,5.01
8.219.1.92,8880,8880,false,SIN,Asia Pacific,Singapore,15,5.01
8.219.114.201,2086,2086,false,SIN,Asia Pacific,Singapore,38,5.01
8.222.191.138,2083,2083,true,SIN,Asia Pacific,Singapore,42,5.01
8.210.175.109,2082,2082,false,HKG,Asia Pacific,Hong Kong,38,5.00
47.237.86.185,2083,2083,true,SIN,Asia Pacific,Singapore,45,5.00
47.237.95.156,2083,2083,true,SIN,Asia Pacific,Singapore,65,5.00
8.210.34.188,2053,2053,true,HKG,Asia Pacific,Hong Kong,51,5.00
8.219.4.122,2083,2083,true,SIN,Asia Pacific,Singapore,37,5.00
47.76.204.76,2096,2096,true,HKG,Asia Pacific,Hong Kong,55,4.99
8.222.167.147,80,80,false,SIN,Asia Pacific,Singapore,19,4.99
8.219.103.65,2096,2096,true,SIN,Asia Pacific,Singapore,65,4.99
47.76.33.40,2082,2082,false,HKG,Asia Pacific,Hong Kong,53,4.99
47.236.169.164,2052,2052,false,SIN,Asia Pacific,Singapore,40,4.99
47.243.139.85,2087,2087,true,HKG,Asia Pacific,Hong Kong,51,4.99
8.219.191.110,2082,2082,false,SIN,Asia Pacific,Singapore,21,4.99
8.222.144.50,8080,8080,false,SIN,Asia Pacific,Singapore,14,4.98
47.243.169.63,2087,2087,true,HKG,Asia Pacific,Hong Kong,97,4.98
8.218.174.118,2087,2087,true,HKG,Asia Pacific,Hong Kong,66,4.98
8.210.55.134,2087,2087,true,HKG,Asia Pacific,Hong Kong,100,4.98
8.217.85.14,2095,2095,false,HKG,Asia Pacific,Hong Kong,92,4.98
8.222.144.50,8080,8080,false,SIN,Asia Pacific,Singapore,20,4.98
47.243.206.150,2095,2095,false,HKG,Asia Pacific,Hong Kong,50,4.98
8.219.201.8,8080,8080,false,SIN,Asia Pacific,Singapore,12,4.98
8.218.126.53,8880,8880,false,HKG,Asia Pacific,Hong Kong,53,4.98
8.222.191.138,2096,2096,true,SIN,Asia Pacific,Singapore,38,4.98
47.76.80.72,2083,2083,true,HKG,Asia Pacific,Hong Kong,58,4.97
47.236.172.71,2053,2053,true,SIN,Asia Pacific,Singapore,57,4.97
47.238.6.102,2053,2053,true,HKG,Asia Pacific,Hong Kong,43,4.97
8.218.53.110,2096,2096,true,HKG,Asia Pacific,Hong Kong,67,4.96
47.242.176.237,2096,2096,true,HKG,Asia Pacific,Hong Kong,46,4.96
8.222.137.192,2052,2052,false,SIN,Asia Pacific,Singapore,30,4.96
47.236.121.23,2087,2087,true,SIN,Asia Pacific,Singapore,65,4.96
47.242.155.183,2095,2095,false,HKG,Asia Pacific,Hong Kong,43,4.96
8.217.121.207,2052,2052,false,HKG,Asia Pacific,Hong Kong,38,4.95
47.245.84.124,8443,8443,true,SIN,Asia Pacific,Singapore,58,4.95
8.218.48.92,2087,2087,true,HKG,Asia Pacific,Hong Kong,75,4.95
47.245.86.230,8880,8880,false,SIN,Asia Pacific,Singapore,31,4.95
8.222.164.209,2083,2083,true,SIN,Asia Pacific,Singapore,40,4.95
8.210.174.156,2083,2083,true,HKG,Asia Pacific,Hong Kong,53,4.95
47.236.9.152,2083,2083,true,SIN,Asia Pacific,Singapore,62,4.95
47.236.10.182,2087,2087,true,SIN,Asia Pacific,Singapore,39,4.95
8.222.164.209,2052,2052,false,SIN,Asia Pacific,Singapore,20,4.95
47.237.95.146,8880,8880,false,SIN,Asia Pacific,Singapore,20,4.94
47.242.232.14,2083,2083,true,HKG,Asia Pacific,Hong Kong,38,4.94
8.210.55.134,2083,2083,true,HKG,Asia Pacific,Hong Kong,84,4.94
8.219.235.164,8443,8443,true,SIN,Asia Pacific,Singapore,113,4.94
8.222.164.209,8880,8880,false,SIN,Asia Pacific,Singapore,28,4.94
8.219.42.72,443,443,true,SIN,Asia Pacific,Singapore,22,4.93
8.222.179.231,2052,2052,false,SIN,Asia Pacific,Singapore,19,4.93
8.219.229.190,80,80,false,SIN,Asia Pacific,Singapore,17,4.93
8.210.174.156,2095,2095,false,HKG,Asia Pacific,Hong Kong,37,4.93
8.222.191.138,8080,8080,false,SIN,Asia Pacific,Singapore,14,4.93
47.243.206.150,2082,2082,false,HKG,Asia Pacific,Hong Kong,35,4.93
47.237.83.20,8080,8080,false,SIN,Asia Pacific,Singapore,33,4.93
8.219.86.200,8080,8080,false,SIN,Asia Pacific,Singapore,17,4.92
47.236.169.15,80,80,false,SIN,Asia Pacific,Singapore,40,4.92
8.210.9.129,80,80,false,HKG,Asia Pacific,Hong Kong,44,4.92
47.245.102.52,8080,8080,false,SIN,Asia Pacific,Singapore,3,4.92
47.242.155.183,2053,2053,true,HKG,Asia Pacific,Hong Kong,42,4.92
8.219.194.170,8080,8080,false,SIN,Asia Pacific,Singapore,7,4.92
8.219.174.213,8080,8080,false,SIN,Asia Pacific,Singapore,40,4.91
8.210.245.224,80,80,false,HKG,Asia Pacific,Hong Kong,55,4.91
8.218.18.132,80,80,false,HKG,Asia Pacific,Hong Kong,41,4.91
47.236.253.41,8443,8443,true,SIN,Asia Pacific,Singapore,87,4.91
8.219.229.190,2095,2095,false,SIN,Asia Pacific,Singapore,39,4.91
8.218.3.12,2095,2095,false,HKG,Asia Pacific,Hong Kong,41,4.91
8.219.191.40,2082,2082,false,SIN,Asia Pacific,Singapore,48,4.91
8.218.8.142,8880,8880,false,HKG,Asia Pacific,Hong Kong,45,4.91
8.222.134.170,2096,2096,true,SIN,Asia Pacific,Singapore,58,4.91
8.210.207.214,2053,2053,true,HKG,Asia Pacific,Hong Kong,40,4.91
8.222.249.190,8443,8443,true,SIN,Asia Pacific,Singapore,43,4.91
47.236.10.100,2082,2082,false,SIN,Asia Pacific,Singapore,35,4.90
8.210.3.24,2095,2095,false,HKG,Asia Pacific,Hong Kong,35,4.90
47.76.33.40,8880,8880,false,HKG,Asia Pacific,Hong Kong,46,4.90
8.222.146.222,2052,2052,false,SIN,Asia Pacific,Singapore,31,4.89
47.243.139.243,2082,2082,false,HKG,Asia Pacific,Hong Kong,35,4.89
47.243.139.85,2053,2053,true,HKG,Asia Pacific,Hong Kong,77,4.89
8.222.249.190,8443,8443,true,SIN,Asia Pacific,Singapore,54,4.89
8.218.3.12,2082,2082,false,HKG,Asia Pacific,Hong Kong,42,4.89
8.219.220.88,2087,2087,true,SIN,Asia Pacific,Singapore,94,4.89
47.242.36.78,8443,8443,true,HKG,Asia Pacific,Hong Kong,91,4.89
8.210.203.7,2086,2086,false,HKG,Asia Pacific,Hong Kong,57,4.89
8.219.200.145,2052,2052,false,SIN,Asia Pacific,Singapore,7,4.88
8.222.144.50,8880,8880,false,SIN,Asia Pacific,Singapore,11,4.88
8.222.179.231,2083,2083,true,SIN,Asia Pacific,Singapore,50,4.88
47.243.169.63,2095,2095,false,HKG,Asia Pacific,Hong Kong,38,4.88
47.236.205.188,8080,8080,false,SIN,Asia Pacific,Singapore,49,4.88
47.237.95.140,2053,2053,true,SIN,Asia Pacific,Singapore,50,4.87
8.218.3.12,8880,8880,false,HKG,Asia Pacific,Hong Kong,37,4.87
47.237.95.156,2086,2086,false,SIN,Asia Pacific,Singapore,24,4.87
47.236.180.51,2095,2095,false,SIN,Asia Pacific,Singapore,21,4.87
47.76.37.57,2086,2086,false,HKG,Asia Pacific,Hong Kong,42,4.87
47.236.169.15,2082,2082,false,SIN,Asia Pacific,Singapore,49,4.86
8.210.39.96,2087,2087,true,HKG,Asia Pacific,Hong Kong,65,4.86
8.222.191.138,2083,2083,true,SIN,Asia Pacific,Singapore,40,4.86
8.222.144.50,2052,2052,false,SIN,Asia Pacific,Singapore,97,4.85
47.236.169.141,2087,2087,true,SIN,Asia Pacific,Singapore,107,4.85
8.219.193.202,2086,2086,false,SIN,Asia Pacific,Singapore,25,4.85
8.219.248.47,2082,2082,false,SIN,Asia Pacific,Singapore,25,4.85
47.236.17.193,80,80,false,SIN,Asia Pacific,Singapore,21,4.85
8.219.189.143,80,80,false,SIN,Asia Pacific,Singapore,22,4.85
47.236.5.223,8880,8880,false,SIN,Asia Pacific,Singapore,10,4.85
8.222.136.247,2087,2087,true,SIN,Asia Pacific,Singapore,93,4.84
47.236.169.15,2095,2095,false,SIN,Asia Pacific,Singapore,65,4.84
47.238.6.102,2086,2086,false,HKG,Asia Pacific,Hong Kong,56,4.84
8.217.121.207,8080,8080,false,HKG,Asia Pacific,Hong Kong,55,4.84
8.219.114.201,80,80,false,SIN,Asia Pacific,Singapore,8,4.83
47.237.84.173,8880,8880,false,SIN,Asia Pacific,Singapore,18,4.83
47.242.176.237,2086,2086,false,HKG,Asia Pacific,Hong Kong,53,4.83
47.236.9.152,2095,2095,false,SIN,Asia Pacific,Singapore,23,4.83
47.242.232.14,8880,8880,false,HKG,Asia Pacific,Hong Kong,42,4.82
8.222.137.192,2086,2086,false,SIN,Asia Pacific,Singapore,40,4.82
47.237.94.140,2096,2096,true,SIN,Asia Pacific,Singapore,145,4.82
47.242.157.96,8880,8880,false,HKG,Asia Pacific,Hong Kong,41,4.81
47.237.95.146,8443,8443,true,SIN,Asia Pacific,Singapore,99,4.81
47.242.155.183,2087,2087,true,HKG,Asia Pacific,Hong Kong,54,4.81
8.219.191.40,2083,2083,true,SIN,Asia Pacific,Singapore,33,4.81
8.222.184.198,80,80,false,SIN,Asia Pacific,Singapore,5,4.80
8.219.189.143,2052,2052,false,SIN,Asia Pacific,Singapore,18,4.80
8.219.201.8,2087,2087,true,SIN,Asia Pacific,Singapore,56,4.80
8.219.191.110,2095,2095,false,SIN,Asia Pacific,Singapore,18,4.80
8.211.6.15,443,443,true,FRA,Europe,Frankfurt,262,4.80
8.217.250.5,8080,8080,false,HKG,Asia Pacific,Hong Kong,42,4.79
8.222.193.65,443,443,true,SIN,Asia Pacific,Singapore,70,4.79
47.236.172.71,8443,8443,true,SIN,Asia Pacific,Singapore,123,4.79
8.218.188.129,8080,8080,false,HKG,Asia Pacific,Hong Kong,46,4.79
47.237.86.185,2096,2096,true,SIN,Asia Pacific,Singapore,90,4.79
8.210.203.7,8443,8443,true,HKG,Asia Pacific,Hong Kong,46,4.79
47.237.83.20,2052,2052,false,SIN,Asia Pacific,Singapore,31,4.79
8.222.244.192,2095,2095,false,SIN,Asia Pacific,Singapore,15,4.78
47.237.94.140,8443,8443,true,SIN,Asia Pacific,Singapore,22,4.78
8.222.215.228,2052,2052,false,SIN,Asia Pacific,Singapore,20,4.78
8.210.192.93,2052,2052,false,HKG,Asia Pacific,Hong Kong,39,4.78
47.236.17.193,8880,8880,false,SIN,Asia Pacific,Singapore,14,4.78
8.219.202.130,80,80,false,SIN,Asia Pacific,Singapore,13,4.77
8.219.222.98,443,443,true,SIN,Asia Pacific,Singapore,44,4.77
47.237.14.220,2083,2083,true,SIN,Asia Pacific,Singapore,45,4.77
47.237.100.206,2095,2095,false,SIN,Asia Pacific,Singapore,23,4.76
47.237.10.1,2095,2095,false,SIN,Asia Pacific,Singapore,26,4.76
47.237.8.82,2095,2095,false,SIN,Asia Pacific,Singapore,11,4.76
8.222.222.64,8880,8880,false,SIN,Asia Pacific,Singapore,8,4.76
47.237.100.206,2053,2053,true,SIN,Asia Pacific,Singapore,73,4.76
47.237.0.31,2082,2082,false,SIN,Asia Pacific,Singapore,22,4.76
47.243.206.150,80,80,false,HKG,Asia Pacific,Hong Kong,54,4.76
8.210.174.156,8080,8080,false,HKG,Asia Pacific,Hong Kong,35,4.76
47.243.234.9,8443,8443,true,HKG,Asia Pacific,Hong Kong,75,4.75
8.219.198.34,80,80,false,SIN,Asia Pacific,Singapore,22,4.75
8.222.184.198,2053,2053,true,SIN,Asia Pacific,Singapore,46,4.75
8.210.245.224,2082,2082,false,HKG,Asia Pacific,Hong Kong,46,4.75
8.217.221.165,2052,2052,false,HKG,Asia Pacific,Hong Kong,50,4.75
8.219.191.110,80,80,false,SIN,Asia Pacific,Singapore,8,4.75
8.222.136.247,2053,2053,true,SIN,Asia Pacific,Singapore,44,4.75
47.237.83.20,80,80,false,SIN,Asia Pacific,Singapore,23,4.74
47.237.82.15,8443,8443,true,SIN,Asia Pacific,Singapore,50,4.74
8.211.6.226,443,443,true,FRA,Europe,Frankfurt,268,4.74
8.219.103.65,2053,2053,true,SIN,Asia Pacific,Singapore,61,4.74
8.222.244.192,2083,2083,true,SIN,Asia Pacific,Singapore,26,4.73
47.237.94.140,2086,2086,false,SIN,Asia Pacific,Singapore,27,4.73
47.237.83.20,2086,2086,false,SIN,Asia Pacific,Singapore,30,4.73
47.237.95.146,2096,2096,true,SIN,Asia Pacific,Singapore,50,4.73
47.243.173.187,8880,8880,false,HKG,Asia Pacific,Hong Kong,41,4.73
47.236.17.193,2096,2096,true,SIN,Asia Pacific,Singapore,105,4.73
8.217.207.60,2052,2052,false,HKG,Asia Pacific,Hong Kong,59,4.73
8.222.179.231,8443,8443,true,SIN,Asia Pacific,Singapore,74,4.72
8.219.51.211,2086,2086,false,SIN,Asia Pacific,Singapore,4,4.72
47.243.183.127,2053,2053,true,HKG,Asia Pacific,Hong Kong,72,4.72
8.211.6.226,443,443,true,FRA,Europe,Frankfurt,269,4.72
